ID,ID_rock,block_plot,block_day,block,plot,sp,depth,resolution,day_of_year,sampling_date,date,_,serial_nb,fraction,fresh_weight_g,fresh_weight_aff,part_fresh_w,dry_weight,dry_weight_f_100,calc_tot_dry_weight,tot_dry_weight_aff,f_perc_prop_weight_aff,vol_calc_sk_ml,vol_perc_sk,vol_fine_cm3,Date_dry_weighing,soilvol_m3,soilvol_cm3,FRB_g_cm3,SRL_m_g,RLD_m_m3,mycelium,length_cm,length_aff_cm,projarea_cm2,surfarea_cm2,avgdiam_mm,lenpervol_cm_m3,rootvol_cm3,rootvol_class_cm3,rootvol_aff_class_cm3,rtd_g_cm3,tips,forks,crossings,ntips_length_n_cm,nforks_length_n_cm,rdmc_dry_g_fresh_g,loi_perc,tc_perc,tn_perc,ca_mg_kg,k_mg_kg,mg_mg_kg,mn_mg_kg,ep_mg_kg,silt_clay_perc,clay_perc,silt_perc,sand_perc,h2o,moist_bepa_5cm,moist_bepa_5cm_vol100perc,moist_bepa_25cm,moist_bepa_25cm_vol100perc,moist_pist_5cm,moist_pist_5cm_vol100perc,moist_pist_25cm,moist_pist_25cm_vol100perc
6_20_QURU_5_10_500_180823_C,6_20_QURU_5_10,620,6235,6,20,QURU,5_10,500,235,8/23/2018,180823,_,180306,C,0.4243,0.4243,NA,0.1767,,NA,0.1767,,15.65,15.97,82.35,12/19/2018,0.000098,98,0.0021,0.5,1030.2,no,8.4830,8.4830,2.0079,6.3080,2.3670,86561.2797,0.373,0.417,0.417,0.424,19,13,0,2.24,1.53,0.42,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_5_10_500_180823_TF,6_20_QURU_5_10,620,6235,6,20,QURU,5_10,500,235,8/23/2018,180823,_,180307,TF,0.3370,0.3370,NA,0.1641,,NA,0.1641,,15.65,15.97,82.35,12/19/2018,0.000098,98,0.0020,3.2,6311.1,no,51.9697,51.9697,4.8516,15.2417,0.9335,530302.9670,0.356,0.400,0.400,0.410,69,37,0,1.33,0.71,0.49,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_5_10_500_180823_AF,6_20_QURU_5_10,620,6235,6,20,QURU,5_10,500,235,8/23/2018,180823,_,180308,AF,0.5163,0.7480,NA,0.2186,,NA,0.3113,,15.65,15.97,82.35,12/19/2018,0.000098,98,0.0038,78.7,297386.7,no,1073.3312,2448.86761710488,28.8505,90.6364,0.2688,10952358.8463,0.609,0.665,1.283,0.243,4410,3594,452,1.80,1.47,0.42,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_5_10_500_180823_F,6_20_QURU_5_10,620,6235,6,20,QURU,5_10,500,235,8/23/2018,180823,_,180309,F,0.0242,0.2420,NA,0.0096,0.0960,NA,0.0960,30.84,15.65,15.97,82.35,12/19/2018,0.000098,98,0.0012,145.1,169125.1,no,139.2682,1392.682,3.4269,10.7658,0.2461,1421104.1030,0.066,0.065,0.653,0.147,991,671,95,0.71,0.48,0.40,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_5_10_500_180823_D,6_20_QURU_5_10,620,6235,6,20,QURU,5_10,500,235,8/23/2018,180823,_,180310,D,0.0230,0.0333,NA,0.0077,,NA,0.0110,,15.65,15.97,82.35,12/19/2018,0.000098,98,0.0001,27.8,3706.8,no,13.3787,30.5242828951222,0.6813,2.1404,0.5093,136516.9361,0.027,0.038,0.073,0.150,29,19,0,0.95,0.62,0.33,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_10_15_500_180823_C,6_20_QURU_10_15,620,6235,6,20,QURU,10_15,500,235,8/23/2018,180823,_,180311,C,0.4622,0.4622,NA,0.1960,,NA,0.1960,,14.69,14.99,83.31,12/19/2018,0.000098,98,0.0024,0.2,573.5,no,4.7781,4.7781,1.5470,4.8600,3.2376,48756.4089,0.393,0.409,0.409,0.479,4,2,0,0.84,0.42,0.42,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_10_15_500_180823_TF,6_20_QURU_10_15,620,6235,6,20,QURU,10_15,500,235,8/23/2018,180823,_,180312,TF,0.6718,0.6718,NA,0.2668,,NA,0.2668,,14.69,14.99,83.31,12/19/2018,0.000098,98,0.0032,3.5,11208.2,no,93.3767,93.3767,7.7512,24.3511,0.8301,952823.1211,0.505,0.593,0.593,0.450,134,82,2,1.44,0.88,0.40,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_10_15_500_180823_AF,6_20_QURU_10_15,620,6235,6,20,QURU,10_15,500,235,8/23/2018,180823,_,180313,AF,0.3434,0.4519,NA,0.1526,,NA,0.2633,,14.69,14.99,83.31,12/19/2018,0.000098,98,0.0032,66.8,211148.9,no,815.8625,1759.11032739098,22.0193,69.1757,0.2699,8325127.8312,0.467,0.476,0.838,0.314,3710,2769,334,2.11,1.57,0.58,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_10_15_500_180823_F,6_20_QURU_10_15,620,6235,6,20,QURU,10_15,500,235,8/23/2018,180823,_,180314,F,0.0121,0.1210,NA,0.0121,0.1210,NA,0.1210,45.96,14.69,14.99,83.31,12/19/2018,0.000098,98,0.0015,78.7,114365.3,no,95.2793,952.793,2.3931,7.5180,0.2512,972237.3679,0.047,0.043,0.433,0.279,728,392,38,0.76,0.41,1.00,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_10_15_500_180823_D,6_20_QURU_10_15,620,6235,6,20,QURU,10_15,500,235,8/23/2018,180823,_,180315,D,0.0394,0.0519,NA,0.0142,,NA,0.0245,,14.69,14.99,83.31,12/19/2018,0.000098,98,0.0003,7.3,2136.7,no,8.2561,17.8012726090153,0.8532,2.6804,1.0334,84246.1713,0.069,0.093,0.164,0.149,19,21,1,1.07,1.18,0.47,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_15_20_500_180823_C,6_20_QURU_15_20,620,6235,6,20,QURU,15_20,500,235,8/23/2018,180823,_,180316,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,13.95,0.00,0.00,12/19/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_15_20_500_180823_TF,6_20_QURU_15_20,620,6235,6,20,QURU,15_20,500,235,8/23/2018,180823,_,180317,TF,0.4385,0.4385,NA,0.1743,,NA,0.1743,,13.95,14.23,84.05,12/19/2018,0.000098,98,0.0021,3.3,6931.6,no,58.2633,58.2633,5.2012,16.3401,0.8927,594523.1184,0.365,0.415,0.415,0.420,52,19,0,0.89,0.33,0.40,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_15_20_500_180823_AF,6_20_QURU_15_20,620,6235,6,20,QURU,15_20,500,235,8/23/2018,180823,_,180318,AF,0.4721,0.8396,NA,0.1833,,NA,0.3719,,13.95,14.23,84.05,12/19/2018,0.000098,98,0.0044,73.9,327029.1,no,1028.5732,2748.84051259492,28.4746,89.4557,0.2768,10495644.5639,0.619,0.618,1.590,0.234,4827,3807,435,1.76,1.38,0.44,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_15_20_500_180823_F,6_20_QURU_15_20,620,6235,6,20,QURU,15_20,500,235,8/23/2018,180823,_,180319,F,0.0377,0.3770,NA,0.0193,0.1930,NA,0.1930,51.90,13.95,14.23,84.05,12/19/2018,0.000098,98,0.0023,89.4,205214.0,no,172.4925,1724.925,4.7609,14.9569,0.2760,1760127.6239,0.103,0.101,1.006,0.192,1175,819,81,0.68,0.47,0.51,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_15_20_500_180823_D,6_20_QURU_15_20,620,6235,6,20,QURU,15_20,500,235,8/23/2018,180823,_,180320,D,0.0122,0.0217,NA,0.0043,,NA,0.0087,,13.95,14.23,84.05,12/19/2018,0.000098,98,0.0001,8.5,885.4,no,2.7849,7.44258740508268,0.2529,0.7944,0.9080,28417.2666,0.018,0.021,0.055,0.159,4,2,0,0.54,0.27,0.40,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_20_30_500_180823_C,6_20_QURU_20_30,620,6235,6,20,QURU,20_30,500,235,8/23/2018,180823,_,180321,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,36.71,0.00,0.00,12/19/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_20_30_500_180823_TF,6_20_QURU_20_30,620,6235,6,20,QURU,20_30,500,235,8/23/2018,180823,_,180322,TF,0.6622,0.6622,NA,0.2687,,NA,0.2687,,36.71,18.73,159.29,12/19/2018,0.000196,196,0.0017,1.6,2625.6,no,41.8246,41.8246,5.2852,16.6040,1.2637,213390.8586,0.525,0.615,0.615,0.437,57,34,1,1.36,0.81,0.41,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_20_30_500_180823_AF,6_20_QURU_20_30,620,6235,6,20,QURU,20_30,500,235,8/23/2018,180823,_,180323,AF,0.3203,0.4266,NA,0.1236,,NA,0.1712,,36.71,18.73,159.29,12/19/2018,0.000196,196,0.0011,76.6,82318.1,no,589.1992,1311.28618700146,16.6595,52.3374,0.2827,3006118.3876,0.370,0.408,0.608,0.282,2246,1507,152,1.71,1.15,0.40,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_20_30_500_180823_F,6_20_QURU_20_30,620,6235,6,20,QURU,20_30,500,235,8/23/2018,180823,_,180324,F,0.0174,0.1740,NA,0.0076,0.0760,NA,0.0760,44.38,36.71,18.73,159.29,12/19/2018,0.000196,196,0.0005,100.1,47767.4,no,76.0910,760.91,1.9142,6.0135,0.2516,388219.2547,0.038,0.034,0.342,0.222,535,319,19,0.70,0.42,0.44,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_20_QURU_20_30_500_180823_D,6_20_QURU_20_30,620,6235,6,20,QURU,20_30,500,235,8/23/2018,180823,_,180325,D,0.2040,0.2717,NA,0.0736,,NA,0.1020,,36.71,18.73,159.29,12/19/2018,0.000196,196,0.0006,6.9,4425.8,no,31.6783,70.5013129985384,2.8134,8.8385,0.8881,161623.8005,0.196,0.291,0.433,0.236,70,49,1,0.99,0.70,0.38,3.91,1.78,0.110,165.5,16.1,3.26,1.81,42.4,21.17,8.67,12.5,78.83,L,0.128,12.8,0.125,12.5,0.143,14.3,0.168,16.8
6_23_PIGL_0_5_500_180824_C,6_23_PIGL_0_5,623,6236,6,23,PIGL,0_5,500,236,8/24/2018,180824,_,180326,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,14.98,0.00,0.00,12/19/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_0_5_500_180824_TF,6_23_PIGL_0_5,623,6236,6,23,PIGL,0_5,500,236,8/24/2018,180824,_,180327,TF,0.2998,0.2998,NA,0.1141,,NA,0.1141,,14.98,15.29,83.02,12/19/2018,0.000098,98,0.0014,4.0,5453.4,no,45.2714,45.2714,3.8584,12.1216,0.8523,461952.5646,0.258,0.309,0.309,0.369,58,33,1,1.28,0.73,0.38,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_0_5_500_180824_AF,6_23_PIGL_0_5,623,6236,6,23,PIGL,0_5,500,236,8/24/2018,180824,_,180328,AF,0.3130,2.9559,0.0861,0.0648,,0.2356,0.9901,,14.98,15.29,83.02,12/19/2018,0.000098,98,0.0119,28.5,340473.9,yes,346.7983,2826.44598962179,10.1754,31.9671,0.2934,3538757.8081,0.234,0.258,3.087,0.321,1254,806,53,0.44,0.29,0.33,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_0_5_500_180824_F,6_23_PIGL_0_5,623,6236,6,23,PIGL,0_5,500,236,8/24/2018,180824,_,180329,F,0.3348,3.3480,NA,0.0873,0.8730,NA,0.8730,88.18,14.98,15.29,83.02,12/19/2018,0.000098,98,0.0105,33.0,346679.5,yes,287.7962,2877.962,10.1064,31.7502,0.3512,2936696.3866,0.279,0.434,4.344,0.201,1992,1666,105,0.69,0.58,0.26,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_0_5_500_180824_D,6_23_PIGL_0_5,623,6236,6,23,PIGL,0_5,500,236,8/24/2018,180824,_,180330,D,0.0835,0.7886,NA,0.0370,,0.2356,0.1555,,14.98,15.29,83.02,12/19/2018,0.000098,98,0.0019,29.2,54691.5,no,55.7074,454.021710378213,2.9345,9.2190,0.5268,568443.1182,0.121,0.138,1.653,0.094,152,126,3,0.33,0.28,0.20,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_5_10_500_180824_C,6_23_PIGL_5_10,623,6236,6,23,PIGL,5_10,500,236,8/24/2018,180824,_,180331,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,16.56,0.00,0.00,12/19/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_5_10_500_180824_TF,6_23_PIGL_5_10,623,6236,6,23,PIGL,5_10,500,236,8/24/2018,180824,_,180332,TF,0.2617,0.2617,NA,0.1060,,NA,0.1060,,16.56,16.90,81.44,12/19/2018,0.000098,98,0.0013,6.8,8904.0,no,72.5130,72.5130,5.5547,17.4507,0.7660,739928.4403,0.334,0.367,0.367,0.289,105,85,3,1.45,1.17,0.41,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_5_10_500_180824_AF,6_23_PIGL_5_10,623,6236,6,23,PIGL,5_10,500,236,8/24/2018,180824,_,180333,AF,0.3732,1.1108,0.2699,0.1051,,0.1453,0.3851,,16.56,16.90,81.44,12/19/2018,0.000098,98,0.0047,37.1,175190.7,no,346.2640,1426.73624702327,12.9522,40.6904,0.3741,3533305.7837,0.381,0.409,1.182,0.326,1240,1060,75,0.87,0.74,0.35,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_5_10_500_180824_F,6_23_PIGL_5_10,623,6236,6,23,PIGL,5_10,500,236,8/24/2018,180824,_,180334,F,0.0835,0.8350,NA,0.0263,0.2630,NA,0.2630,68.30,16.56,16.90,81.44,12/19/2018,0.000098,98,0.0032,43.2,139641.2,no,113.7224,1137.224,3.5686,11.2112,0.3138,1160432.3990,0.088,0.090,0.902,0.292,534,404,55,0.47,0.36,0.31,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_5_10_500_180824_D,6_23_PIGL_5_10,623,6236,6,23,PIGL,5_10,500,236,8/24/2018,180824,_,180335,D,0.0493,0.1467,NA,0.0141,,0.1453,0.0374,,16.56,16.90,81.44,12/19/2018,0.000098,98,0.0005,20.1,9201.9,no,18.1875,74.9392529767335,1.2551,3.9431,0.6901,185586.9388,0.068,0.069,0.198,0.189,36,20,0,0.48,0.27,0.25,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_10_15_500_180824_C,6_23_PIGL_10_15,623,6236,6,23,PIGL,10_15,500,236,8/24/2018,180824,_,180336,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,15.82,0.00,0.00,12/19/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_10_15_500_180824_TF,6_23_PIGL_10_15,623,6236,6,23,PIGL,10_15,500,236,8/24/2018,180824,_,180337,TF,0.1414,0.1414,NA,0.0529,,NA,0.0529,,15.82,16.14,82.18,12/19/2018,0.000098,98,0.0006,3.3,2156.1,no,17.7195,17.7195,1.7337,5.4467,0.9784,180811.3433,0.133,0.143,0.143,0.370,15,5,0,0.85,0.28,0.37,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_10_15_500_180824_AF,6_23_PIGL_10_15,623,6236,6,23,PIGL,10_15,500,236,8/24/2018,180824,_,180338,AF,0.1915,0.4624,0.0543,0.0457,,0.1612,0.3027,,15.82,16.14,82.18,12/19/2018,0.000098,98,0.0037,18.1,66598.0,no,128.4799,547.334479825564,5.4418,17.0958,0.4236,1311019.4997,0.181,0.188,0.509,0.595,374,225,14,0.68,0.41,0.65,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_10_15_500_180824_F,6_23_PIGL_10_15,623,6236,6,23,PIGL,10_15,500,236,8/24/2018,180824,_,180339,F,0.0457,0.4570,NA,0.0176,0.1760,NA,0.1760,58.15,15.82,16.14,82.18,12/19/2018,0.000098,98,0.0021,27.9,59771.2,no,49.1228,491.228,1.8056,5.6724,0.3676,501253.1742,0.052,0.055,0.548,0.321,341,134,6,0.69,0.27,0.39,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_10_15_500_180824_D,6_23_PIGL_10_15,623,6236,6,23,PIGL,10_15,500,236,8/24/2018,180824,_,180340,D,0.1315,0.3176,NA,0.0393,,0.1612,0.0738,,15.82,16.14,82.18,12/19/2018,0.000098,98,0.0009,12.8,11507.4,no,22.1999,94.5733201744361,1.8322,5.7560,0.8253,226529.6813,0.119,0.134,0.361,0.204,33,13,0,0.35,0.14,0.23,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_15_20_500_180824_C,6_23_PIGL_15_20,623,6236,6,23,PIGL,15_20,500,236,8/24/2018,180824,_,180341,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,17.14,0.00,0.00,12/19/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_15_20_500_180824_TF,6_23_PIGL_15_20,623,6236,6,23,PIGL,15_20,500,236,8/24/2018,180824,_,180342,TF,0.2592,0.2592,NA,0.0751,,NA,0.0751,,17.14,17.49,80.86,12/19/2018,0.000098,98,0.0009,7.2,6664.1,no,53.8840,53.8840,4.2784,13.4409,0.7940,549836.3577,0.267,0.287,0.287,0.262,51,31,0,0.95,0.58,0.29,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_15_20_500_180824_AF,6_23_PIGL_15_20,623,6236,6,23,PIGL,15_20,500,236,8/24/2018,180824,_,180343,AF,0.1626,0.3848,NA,0.0367,,NA,0.1296,,17.14,17.49,80.86,12/19/2018,0.000098,98,0.0016,38.2,61288.0,no,110.2865,495.554707520805,4.7413,14.8952,0.4299,1125372.0124,0.160,0.162,0.391,0.331,345,230,14,0.70,0.46,0.34,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_15_20_500_180824_F,6_23_PIGL_15_20,623,6236,6,23,PIGL,15_20,500,236,8/24/2018,180824,_,180344,F,0.0524,0.5240,NA,0.0241,0.2410,NA,0.2410,185.95,17.14,17.49,80.86,12/19/2018,0.000098,98,0.0030,21.8,65085.2,no,52.6258,526.258,1.9989,6.2798,0.3798,536998.2271,0.060,0.059,0.592,0.407,327,159,10,0.62,0.30,0.46,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_15_20_500_180824_D,6_23_PIGL_15_20,623,6236,6,23,PIGL,15_20,500,236,8/24/2018,180824,_,180345,D,0.2209,0.5227,NA,0.0585,,NA,0.2066,,17.14,17.49,80.86,12/19/2018,0.000098,98,0.0026,8.8,22428.5,no,40.3596,181.349392479195,3.4612,10.8738,0.8576,411833.1104,0.233,0.255,0.617,0.335,39,23,0,0.22,0.13,0.40,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_20_30_500_180824_C,6_23_PIGL_20_30,623,6236,6,23,PIGL,20_30,500,236,8/24/2018,180824,_,180346,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,47.35,0.00,0.00,12/19/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_20_30_500_180824_TF,6_23_PIGL_20_30,623,6236,6,23,PIGL,20_30,500,236,8/24/2018,180824,_,180347,TF,0.1030,0.1030,NA,0.0359,,NA,0.0359,,47.35,24.16,148.65,12/19/2018,0.000196,196,0.0002,5.5,1324.6,no,19.6895,19.6895,1.5579,4.8944,0.7913,100456.6078,0.097,0.102,0.102,0.353,40,26,0,2.03,1.32,0.35,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_20_30_500_180824_AF,6_23_PIGL_20_30,623,6236,6,23,PIGL,20_30,500,236,8/24/2018,180824,_,180348,AF,0.2084,0.3336,NA,0.0575,,NA,0.0920,,47.35,24.16,148.65,12/19/2018,0.000196,196,0.0006,19.9,12317.1,no,75.3851,183.092828731686,4.3009,13.5117,0.5705,384618.0866,0.193,0.194,0.301,0.306,184,124,6,1.00,0.68,0.28,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_20_30_500_180824_F,6_23_PIGL_20_30,623,6236,6,23,PIGL,20_30,500,236,8/24/2018,180824,_,180349,F,0.0190,0.1900,NA,0.0074,0.0740,NA,0.0740,80.40,47.35,24.16,148.65,12/19/2018,0.000196,196,0.0005,23.9,11877.0,no,17.6551,176.551,0.6734,2.1154,0.3814,90077.0531,0.020,0.021,0.207,0.357,126,36,1,0.71,0.20,0.39,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_23_PIGL_20_30_500_180824_D,6_23_PIGL_20_30,623,6236,6,23,PIGL,20_30,500,236,8/24/2018,180824,_,180350,D,0.1079,0.1727,NA,0.0657,,NA,0.1052,,47.35,24.16,148.65,12/19/2018,0.000196,196,0.0007,11.1,7872.7,no,48.1837,117.026971268314,3.2393,10.1766,0.6723,245835.4348,0.171,0.185,0.286,0.368,108,60,0,0.92,0.51,0.61,3.36,1.47,0.086,260.7,14.9,3.27,1.36,35.1,16.17,8.49,7.68,83.83,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
6_12_ACSA_0_5_500_180824_C,6_12_ACSA_0_5,612,6236,6,12,ACSA,0_5,500,236,8/24/2018,180824,_,180351,C,0.5458,0.5458,NA,0.2793,,NA,0.2793,,12.54,12.80,85.46,12/19/2018,0.000098,98,0.0033,0.3,1097.6,no,9.3802,9.3802,2.1268,6.6816,2.2674,95716.0887,0.379,0.424,0.424,0.658,15,7,0,1.60,0.75,0.51,3.38,1.54,0.090,114.2,15.2,3.05,1.73,52.6,13.76,6.26,7.50,86.24,L,0.114,11.4,0.118,11.8,0.136,13.6,0.163,16.3
